Date,VOO,VT,AAPL,MSFT
21/09/2012,115.237923,40.898064,87.188019,26.167223
24/09/2012,115.087776,40.800842,86.029793,25.82325
25/09/2012,113.914139,40.465572,83.881493,25.496048
26/09/2012,113.189224,40.155464,82.840378,25.311481
27/09/2012,114.293846,40.658348,84.850403,25.303083
28/09/2012,113.776062,40.25605,83.079475,24.967503
01/10/2012,113.983185,40.457195,82.119278,24.74099
02/10/2012,114.138512,40.616447,82.358391,24.883606
03/10/2012,114.60453,40.566151,83.621208,25.051405
04/10/2012,115.484772,40.926556,83.042099,25.194025
05/10/2012,115.450279,40.943317,81.272423,25.043016
08/10/2012,115.105057,40.758938,79.476555,24.984283
09/10/2012,113.983185,40.297958,79.187637,24.564806
10/10/2012,113.20649,40.088413,79.817818,24.313116
11/10/2012,113.275536,40.281185,78.222473,24.287947
12/10/2012,112.878555,40.113556,78.422997,24.497686
15/10/2012,113.82782,40.473961,79.05191,24.757767
16/10/2012,114.984268,40.99361,80.923698,24.74099
17/10/2012,115.519295,41.236668,80.278595,24.824881
18/10/2012,115.225876,41.152866,78.787865,24.749372
19/10/2012,113.258293,40.515869,75.94841,24.027864
22/10/2012,113.327332,40.683487,78.960991,23.490931
23/10/2012,111.670387,39.971073,76.386787,23.532881
24/10/2012,111.428757,39.929165,76.818947,23.407034
25/10/2012,111.73941,40.180611,75.911057,23.390259
26/10/2012,111.653114,40.05489,75.221115,23.667114
31/10/2012,111.549583,40.012989,74.140106,23.943966
01/11/2012,112.861298,40.608059,74.292061,24.766155
02/11/2012,111.842987,40.180611,71.833656,24.749372
05/11/2012,112.101875,40.239281,72.807571,24.858438
06/11/2012,112.930344,40.574528,72.58712,25.051405
07/11/2012,110.462189,39.820206,69.809753,24.397015
08/11/2012,108.99511,39.417904,67.276321,24.170494
09/11/2012,109.115936,39.434662,68.441071,24.187271
12/11/2012,109.271278,39.468193,67.911865,23.675497
13/11/2012,108.874306,39.225124,67.920616,22.914236
14/11/2012,107.545311,38.764145,67.167473,22.70277
15/11/2012,107.131088,38.705479,65.758789,22.550512
16/11/2012,107.683388,38.831203,66.016472,22.432096
19/11/2012,109.875336,39.652573,70.776817,22.609722
20/11/2012,109.996162,39.602295,70.173798,22.592806
21/11/2012,110.237831,39.736401,70.272636,22.795815
23/11/2012,111.635857,40.373375,71.498688,23.430204
26/11/2012,111.497772,40.272797,73.754372,23.167992
27/11/2012,110.96273,40.029739,73.16011,22.905779
28/11/2012,111.791168,40.373375,72.929924,23.142616
29/11/2012,112.291733,40.591293,73.733093,22.795815
30/11/2012,112.188141,40.624817,73.222649,22.516682
03/12/2012,111.791168,40.524258,73.33651,22.355965
04/12/2012,111.584099,40.574528,72.042892,22.305218
05/12/2012,111.825706,40.691872,67.406425,22.558968
06/12/2012,112.170914,40.851128,68.463593,22.609722
07/12/2012,112.516113,40.934929,66.713348,22.381344
10/12/2012,112.585129,40.951694,66.284225,22.787354
11/12/2012,113.310059,41.270203,67.731697,23.108782
12/12/2012,113.396355,41.345623,67.432701,23.041113
13/12/2012,112.705978,41.085793,66.267952,22.931149
14/12/2012,112.343491,41.110947,63.778297,22.677397
17/12/2012,113.689781,41.45459,64.909309,22.922689
18/12/2012,114.846161,41.865269,66.794655,23.311789
19/12/2012,114.000465,41.781464,65.8451,23.100315
20/12/2012,114.708084,42.048447,65.27211,23.41329
21/12/2012,113.63797,41.692463,64.971863,23.218744
24/12/2012,113.307671,41.624653,65.07695,22.888857
26/12/2012,112.768799,41.55685,64.179939,22.719683
27/12/2012,112.664482,41.599232,64.437637,22.80427
28/12/2012,111.412857,41.344952,63.7533,22.457466
31/12/2012,113.325073,41.887413,66.578217,22.592806
02/01/2013,116.123878,42.802795,68.687538,23.362539
03/01/2013,116.019562,42.565472,67.820526,23.049566
04/01/2013,116.506294,42.768887,65.931404,22.618179
07/01/2013,116.193398,42.548519,65.543602,22.575893
08/01/2013,115.845764,42.387478,65.719994,22.457466
09/01/2013,116.193398,42.573952,64.692863,22.584349
10/01/2013,117.045212,43.023155,65.494797,22.381344
11/01/2013,117.097359,42.997738,65.093193,22.694309
14/01/2013,116.993065,43.023155,62.772461,22.74506
15/01/2013,117.045212,42.980782,60.792019,23.01573
16/01/2013,117.045212,42.896023,63.315441,22.871943
17/01/2013,117.775337,43.175728,62.888813,23.049566
18/01/2013,118.105644,43.218098,62.553524,23.049566
22/01/2013,118.679276,43.387627,63.150299,22.964981
23/01/2013,118.853111,43.353718,64.306274,23.35408
24/01/2013,118.922684,43.43848,56.360722,23.370991
25/01/2013,119.583244,43.6758,55.032093,23.582458
28/01/2013,119.444153,43.506279,56.276905,23.607834
29/01/2013,119.930923,43.743599,57.332817,23.692419
30/01/2013,119.46154,43.68428,57.152664,23.557081
31/01/2013,119.183434,43.565613,56.985012,23.218744
01/02/2013,120.330734,43.97245,56.751068,23.624756
04/02/2013,119.009567,43.353718,55.337345,23.210279
05/02/2013,120.226456,43.650379,57.279018,23.261034
06/02/2013,120.330734,43.692753,57.217709,23.125696
07/02/2013,120.174255,43.463905,58.919029,23.074945
08/02/2013,120.834892,43.726665,59.769661,23.303328
11/02/2013,120.782738,43.667332,60.392555,23.565544
12/02/2013,120.973953,43.802929,58.878742,23.582458
13/02/2013,121.078255,43.887711,58.766758,23.709335
14/02/2013,121.252083,43.819885,58.713898,23.717798
15/02/2013,121.095634,43.709709,57.904778,23.692419
19/02/2013,121.930077,44.09111,57.883381,23.922693
20/02/2013,120.417648,43.591042,56.481571,23.769178
21/02/2013,119.844009,43.141838,56.130493,23.445091
22/02/2013,120.887024,43.582569,56.72821,23.675365
25/02/2013,118.609756,42.768887,55.720264,23.342747
26/02/2013,119.409409,43.040115,56.49667,23.342747
27/02/2013,120.904434,43.514759,55.942997,23.718002
28/02/2013,120.765373,43.430004,55.54409,23.70948
01/03/2013,121.078255,43.540184,54.168705,23.837404
04/03/2013,121.756203,43.641899,52.857475,24.007978
05/03/2013,122.799232,44.048737,54.253006,24.178553
06/03/2013,123.025238,44.116543,53.563435,23.956806
07/03/2013,123.251236,44.277592,54.182541,23.999447
08/03/2013,123.737976,44.455589,54.326008,23.880053
11/03/2013,124.189957,44.582714,55.099892,23.769178
12/03/2013,123.911812,44.353863,53.911999,23.803291
13/03/2013,124.085655,44.328442,53.90192,23.811821
14/03/2013,124.746231,44.64204,54.424156,23.999447
15/03/2013,124.572411,44.514904,55.82848,23.914165
18/03/2013,123.894463,44.226727,57.346073,23.965336
19/03/2013,123.598923,43.921604,57.191277,24.033562
20/03/2013,124.450699,44.303005,56.888012,24.152966
21/03/2013,123.442451,43.955509,56.969803,23.97386
22/03/2013,124.341957,44.256496,58.124996,24.093262
25/03/2013,123.992599,43.992912,58.335133,24.016508
26/03/2013,124.918358,44.324528,58.028095,24.016508
27/03/2013,124.848473,44.273502,56.888012,24.195606
28/03/2013,125.12793,44.452068,55.702641,24.400293
01/04/2013,124.778603,44.069439,53.972393,24.400293
02/04/2013,125.389954,44.333015,54.08313,24.56233
03/04/2013,124.132362,43.84837,54.359974,24.357649
04/04/2013,124.621399,44.094952,53.822647,24.39176
05/04/2013,124.132362,43.950401,53.253876,24.477053
08/04/2013,124.900894,44.162964,53.632641,24.383238
09/04/2013,125.354996,44.299015,53.729538,25.253157
10/04/2013,126.891991,44.902702,54.825577,25.824572
11/04/2013,127.311226,45.123775,54.654438,24.68174
12/04/2013,127.031723,44.928215,54.084393,24.553804
15/04/2013,124.132362,43.814354,52.832329,24.468521
16/04/2013,125.879021,44.528584,53.636421,24.707321
17/04/2013,124.027588,43.737831,50.686813,24.587925
18/04/2013,123.014526,43.533772,49.334076,24.553804
19/04/2013,124.324493,44.018433,49.142811,25.389614
22/04/2013,124.883408,44.162964,50.167118,26.293644
23/04/2013,126.210838,44.656132,51.105846,26.09749
24/04/2013,126.245758,44.843193,51.021542,27.0868
25/04/2013,126.80471,45.098263,51.388988,27.240313
26/04/2013,126.525269,44.979225,52.498859,27.112389
29/04/2013,127.346146,45.421356,54.124653,27.811728
30/04/2013,127.747917,45.642445,55.717735,28.22963
01/05/2013,126.595116,45.200294,55.278572,27.905539
02/05/2013,127.730377,45.548908,56.062534,28.280802
03/05/2013,128.935608,46.042065,56.623756,28.562252
06/05/2013,129.337326,46.093086,57.973991,28.783995
07/05/2013,130.001022,46.288643,57.716034,28.408731
08/05/2013,130.68222,46.611736,58.367859,28.13582
09/05/2013,130.297943,46.382168,57.858635,27.854372
10/05/2013,130.752045,46.399181,57.377308,27.879957
13/05/2013,130.734604,46.36517,57.601505,28.16993
14/05/2013,132.114441,46.662769,56.223347,28.796875
15/05/2013,132.865479,46.841312,54.322041,29.071711
16/05/2013,132.25415,46.594738,55.047863,29.269249
17/05/2013,133.511765,46.977364,54.880653,29.947729
20/05/2013,133.511765,47.028378,56.105534,30.128088
21/05/2013,133.686356,47.096394,55.691338,29.930548
22/05/2013,132.795624,46.620247,55.905399,29.724434
23/05/2013,132.324051,46.407681,56.005478,29.329363
24/05/2013,132.149353,46.12709,56.386745,29.432426
28/05/2013,133.092499,46.305653,55.916805,30.076557
29/05/2013,132.079483,45.957031,56.361404,29.95631
30/05/2013,132.655884,46.178108,57.201233,30.085138
31/05/2013,130.717133,45.38736,56.966885,29.973494
03/06/2013,131.398346,45.667946,57.0923,30.566093
04/06/2013,130.996567,45.497898,56.913689,30.050791
05/06/2013,128.987946,44.732651,56.381676,29.870432
06/06/2013,130.001022,45.106762,55.539318,30.025028
07/06/2013,131.817505,45.514893,55.963673,30.634789
10/06/2013,131.765106,45.540409,55.593803,30.46303
11/06/2013,130.420166,44.936714,55.430393,29.921967
12/06/2013,129.407135,44.690144,54.745121,30.05937
13/06/2013,131.276062,45.353333,55.222649,29.818899
14/06/2013,130.47258,44.962223,54.474041,29.544071
17/06/2013,131.520569,45.429871,54.72105,30.05937
18/06/2013,132.533585,45.769981,54.691902,30.042198
19/06/2013,130.769547,44.962223,53.581032,29.707254
20/06/2013,127.45092,43.593288,52.800743,28.762533
21/06/2013,127.852669,43.678314,52.37767,28.573576
24/06/2013,126.235909,42.991386,50.989372,28.960064
25/06/2013,127.499802,43.565964,51.000767,28.91712
26/06/2013,128.693542,43.900429,50.423168,29.501131
27/06/2013,129.553711,44.354954,49.879761,29.733017
28/06/2013,128.746185,44.174862,50.228096,29.664309
01/07/2013,129.711685,44.543625,51.835533,29.509716
02/07/2013,129.518631,44.294933,53.00975,29.149006
03/07/2013,129.641525,44.363537,53.302349,29.209126
05/07/2013,131.080978,44.680851,52.87421,29.380896
08/07/2013,131.765625,44.852367,52.574001,29.483953
09/07/2013,132.76622,45.152534,53.498684,29.501131
10/07/2013,132.801346,45.212551,53.293491,29.80172
11/07/2013,134.679688,46.207378,54.124424,30.651972
12/07/2013,134.714798,46.095879,54.025631,30.634789
15/07/2013,135.206329,46.336014,54.14344,31.064209
16/07/2013,134.697266,46.198788,54.493038,31.150099
17/07/2013,135.030777,46.387459,54.506973,30.69492
18/07/2013,135.803207,46.627594,54.690643,30.437262
19/07/2013,136.048965,46.627594,53.828033,26.967554
22/07/2013,136.294739,46.841991,54.000305,27.491446
23/07/2013,136.013885,46.867722,53.073082,27.328264
24/07/2013,135.504807,46.713352,55.799004,27.448503
25/07/2013,135.750549,46.80769,55.544411,26.958963
26/07/2013,135.926086,46.687626,55.859806,27.1565
29/07/2013,135.522293,46.438923,56.721161,27.087795
30/07/2013,135.539886,46.404625,57.421642,27.354029
31/07/2013,135.574997,46.456074,57.321556,27.345446
01/08/2013,137.225143,47.073544,57.847237,27.19944
02/08/2013,137.435776,47.210762,58.589516,27.388384
05/08/2013,137.347992,47.107849,59.464787,27.225208
06/08/2013,136.522964,46.884869,58.932804,27.12215
07/08/2013,136.048965,46.619022,58.898598,27.534386
08/08/2013,136.522964,47.039238,58.781296,28.247227
09/08/2013,136.136734,47.00494,57.944847,28.084051
12/08/2013,135.961166,46.97921,59.590954,28.230045
13/08/2013,136.487839,47.202187,62.422825,27.875443
14/08/2013,135.715408,47.09927,63.561466,27.979229
15/08/2013,133.73175,46.550407,63.48624,27.49489
16/08/2013,133.345535,46.490383,64.049812,27.503544
19/08/2013,132.502914,46.113033,64.739624,27.148939
20/08/2013,133.029526,46.258831,63.889168,27.347862
21/08/2013,132.344894,45.778576,64.053635,27.339212
22/08/2013,133.50354,46.190212,64.13015,28.01383
23/08/2013,133.942413,46.490383,63.882786,30.054966
26/08/2013,133.521088,46.275986,64.131409,29.536036
27/08/2013,131.326736,45.461262,62.297878,28.766285
28/08/2013,131.765625,45.529869,62.592426,28.558708
29/08/2013,131.976257,45.555595,62.694427,29.017096
30/08/2013,131.396957,45.315472,62.123211,28.887365
03/09/2013,132.169388,45.727108,62.296619,27.572729
04/09/2013,133.275345,46.198788,63.585686,26.984604
05/09/2013,133.240219,46.293133,63.149612,27.01055
06/09/2013,133.46846,46.413185,63.525749,26.941362
09/09/2013,134.785004,47.047817,64.539421,27.382452
10/09/2013,135.803207,47.502338,63.069309,28.01383
11/09/2013,136.224487,47.639565,59.635578,28.316542
12/09/2013,135.890976,47.39085,60.270561,28.273294
13/09/2013,136.171844,47.545227,59.277279,28.56736
16/09/2013,136.996857,47.879681,57.392746,28.368433
17/09/2013,137.55864,47.991177,58.055786,28.480862
18/09/2013,139.208832,48.934528,59.249237,28.818174
19/09/2013,138.980606,48.780163,60.220814,29.094936
20/09/2013,137.892227,48.342789,59.597328,28.359783
23/09/2013,137.385864,48.269581,62.559277,28.316542
24/09/2013,137.085922,48.183441,62.362907,28.065718
25/09/2013,136.644836,48.140373,61.397717,28.117613
26/09/2013,137.191757,48.295418,61.995693,28.342487
27/09/2013,136.609528,48.140373,61.553261,28.774931
30/09/2013,135.850906,47.847527,60.788208,28.783575
01/10/2013,136.891876,48.226501,62.217548,29.043051
02/10/2013,136.715424,48.1576,62.421558,29.337111
03/10/2013,135.498016,47.873363,61.637405,29.285215
04/10/2013,136.486053,48.071468,61.588959,29.302513
07/10/2013,135.321671,47.683868,62.190788,28.800877
08/10/2013,133.751404,47.175674,61.322468,28.550062
09/10/2013,133.751404,47.270435,62.042877,28.601955
10/10/2013,136.768295,48.243736,62.431778,29.198727
11/10/2013,137.579941,48.579674,62.83596,29.518742
14/10/2013,138.179825,48.700256,63.247803,29.795502
15/10/2013,137.156464,48.364323,63.584412,29.830105
16/10/2013,139.026672,48.898357,63.894249,29.959826
17/10/2013,139.97937,49.380707,64.326492,30.202
18/10/2013,140.914444,49.673573,64.886246,30.236601
21/10/2013,140.985001,49.72525,66.476257,30.262541
22/10/2013,141.743683,50.078392,66.286247,29.907932
23/10/2013,141.090897,49.639122,66.935265,29.198727
24/10/2013,141.549561,49.906116,67.821426,29.164127
25/10/2013,142.202377,49.957806,67.062767,30.902565
28/10/2013,142.37883,49.949203,67.562592,30.764179
29/10/2013,143.252121,50.069786,65.879501,30.720945
30/10/2013,142.449387,49.880291,66.927635,30.738243
31/10/2013,141.92009,49.621876,66.647102,30.625797
01/11/2013,142.325882,49.596043,66.306648,30.729586
04/11/2013,142.969849,49.880291,67.163498,31.084188
05/11/2013,142.537567,49.509903,66.997742,31.68961
06/11/2013,143.199219,49.742481,66.807907,33.021542
07/11/2013,141.364334,49.044781,65.726768,32.433422
08/11/2013,143.305084,49.475452,66.761749,32.675602
11/11/2013,143.27861,49.509903,66.568085,32.511253
12/11/2013,143.022751,49.372093,66.6912,32.312332
13/11/2013,144.125488,49.647728,66.770721,33.004242
14/11/2013,144.928207,49.880291,67.736458,32.883163
15/11/2013,145.554581,50.242054,67.329903,32.727482
18/11/2013,145.016464,50.216209,66.514236,32.173962
19/11/2013,144.734177,50.052551,66.632217,32.017097
20/11/2013,144.275452,49.811378,66.048691,32.313393
21/11/2013,145.404602,50.147305,66.836136,32.592255
22/11/2013,146.14563,50.336792,66.664291,32.740391
25/11/2013,146.057388,50.147305,67.169594,32.801392
26/11/2013,145.986786,50.164539,68.408478,32.548683
27/11/2013,146.383804,50.354019,70.019295,32.766537
29/11/2013,146.172073,50.388485,71.315887,33.228413
02/12/2013,145.942734,50.043949,70.695175,33.507271
03/12/2013,145.378113,49.776917,72.630447,33.385273
04/12/2013,145.21051,49.596043,72.461166,33.93428
05/12/2013,144.654739,49.415165,72.833107,33.115112
06/12/2013,146.295547,50.009491,71.822479,33.428844
09/12/2013,146.630783,50.052551,72.644577,33.733849
10/12/2013,146.12793,49.975033,72.531708,33.210979
11/12/2013,144.469513,49.39793,71.994339,32.775257
12/12/2013,143.993164,49.165375,71.889191,32.435387
13/12/2013,143.949051,49.148144,71.105568,31.973518
16/12/2013,144.866425,49.51852,71.499313,32.147812
17/12/2013,144.354828,49.320408,71.177399,31.825361
18/12/2013,146.868942,50.000877,70.636177,31.877657
19/12/2013,146.736618,50.009491,69.826935,31.590076
20/12/2013,147.477615,50.290367,70.411736,32.069389
23/12/2013,149.039032,50.689159,73.113976,31.912523
24/12/2013,148.696671,50.810516,72.803604,32.313393
26/12/2013,149.388443,50.99258,72.320091,32.627102
27/12/2013,149.397369,51.148628,71.831444,32.496399
30/12/2013,149.335251,51.287338,71.117126,32.496399
31/12/2013,150.027115,51.495392,71.950768,32.600952
02/01/2014,148.678925,50.732506,70.938835,32.383102
03/01/2014,148.545898,50.784527,69.380615,32.16523
06/01/2014,148.17337,50.645809,69.758965,31.485502
07/01/2014,149.095795,50.879887,69.260056,31.729513
08/01/2014,149.157852,50.88855,69.698692,31.163067
09/01/2014,149.246582,50.879887,68.808632,30.962631
10/01/2014,149.592484,51.22665,68.349464,31.407072
13/01/2014,147.694443,50.654472,68.707298,30.483334
14/01/2014,149.228851,51.113949,70.07444,31.180502
15/01/2014,150.071457,51.269993,71.481361,32.034512
16/01/2014,149.840866,51.287338,71.082497,32.147812
17/01/2014,149.193359,51.096611,69.340851,31.703382
21/01/2014,149.663452,51.235317,70.418167,31.520363
22/01/2014,149.752167,51.365356,70.731079,31.311216
23/01/2014,148.545898,50.897213,71.330017,31.424509
24/01/2014,145.35289,49.579487,70.033424,32.078091
27/01/2014,144.643341,49.319412,70.601563,31.398367
28/01/2014,145.539139,49.726875,64.958565,31.607512
29/01/2014,144.022476,49.224049,64.221123,31.947382
30/01/2014,145.636688,49.718197,64.096725,32.121666
31/01/2014,144.732025,49.206722,64.201897,32.975685
03/02/2014,141.565643,48.2271,64.321152,31.790524
04/02/2014,142.523499,48.625866,65.252243,31.677233
05/02/2014,142.284058,48.591202,65.739609,31.215355
06/02/2014,144.190979,49.345413,66.122772,31.529068
07/02/2014,146.053589,49.900249,67.047852,31.860235
10/02/2014,146.284195,49.865578,68.248978,32.069389
11/02/2014,147.898453,50.524445,69.148232,32.391815
12/02/2014,148.031464,50.619804,69.143089,32.653252
13/02/2014,148.758759,50.801861,70.241005,32.775257
14/02/2014,149.548157,51.053265,70.184258,32.783962
18/02/2014,149.769882,51.278667,70.442291,32.854206
19/02/2014,148.741028,50.949242,69.330162,32.933228
20/02/2014,149.583588,51.235317,68.527679,33.143948
21/02/2014,149.512665,51.243988,67.766464,33.345875
24/02/2014,150.222214,51.564747,68.063187,33.091267
25/02/2014,150.168991,51.434719,67.354912,32.959568
26/02/2014,150.168991,51.443382,66.747238,32.898109
27/02/2014,151.002716,51.634109,68.078682,33.240524
28/02/2014,151.339783,51.772816,67.894188,33.635612
03/03/2014,150.302063,51.070606,68.090286,33.170277
04/03/2014,152.448441,51.937538,68.539284,33.723415
05/03/2014,152.475082,51.963535,68.683769,33.460014
06/03/2014,152.962891,52.197605,68.476051,33.495136
07/03/2014,152.927414,52.032898,68.436058,33.275646
10/03/2014,152.954025,51.79882,68.497986,33.205399
11/03/2014,152.111435,51.530075,69.165001,33.380997
12/03/2014,152.21785,51.478065,69.232094,33.600491
13/03/2014,150.532669,50.784527,68.46315,33.266857
14/03/2014,150.098068,50.732506,67.694214,33.100048
17/03/2014,151.446228,51.165974,67.95871,33.40733
18/03/2014,152.519409,51.55608,68.559914,34.724316
19/03/2014,151.685699,51.053265,68.54187,34.478474
20/03/2014,152.546005,51.148628,68.211571,35.409145
21/03/2014,152.040451,51.061947,68.74955,35.259884
24/03/2014,151.398041,51.018585,69.564957,35.558395
25/03/2014,152.137604,51.335949,70.313263,35.417915
26/03/2014,151.014954,51.126698,69.641075,34.935032
27/03/2014,150.712006,51.257473,69.341766,34.557499
28/03/2014,151.38028,51.580074,69.264366,35.382801
31/03/2014,152.672211,52.024723,69.248878,35.988625
01/04/2014,153.696808,52.40836,69.882347,36.366154
02/04/2014,154.222519,52.486824,69.998466,36.304691
03/04/2014,153.981918,52.373486,69.513336,36.006172
04/04/2014,152.128693,51.920113,68.614113,35.005264
07/04/2014,150.489212,51.562637,67.536827,34.943813
08/04/2014,151.112946,51.754448,67.532944,34.961372
09/04/2014,152.743454,52.364758,68.420593,35.532063
10/04/2014,149.482407,51.39698,67.538109,34.557499
11/04/2014,148.136993,50.995926,67.038811,34.425808
14/04/2014,149.330948,51.274921,67.30587,34.399456
15/04/2014,150.364502,51.266201,66.82592,34.899914
16/04/2014,151.950485,51.806755,66.961388,35.470604
17/04/2014,152.128693,52.01601,67.726463,35.128189
21/04/2014,152.690018,52.094482,68.530251,35.066727
22/04/2014,153.358246,52.286304,68.598633,35.11063
23/04/2014,152.992966,52.181667,67.701942,34.84724
24/04/2014,153.331512,52.207821,73.252281,34.996487
25/04/2014,152.102005,51.798042,73.790291,35.040394
28/04/2014,152.565262,51.954975,76.648033,35.883259
29/04/2014,153.295868,52.216537,76.420959,35.567188
30/04/2014,153.777023,52.40836,76.131958,35.470604
01/05/2014,153.785934,52.512989,76.31131,35.119415
02/05/2014,153.536453,52.530422,76.453209,34.84724
05/05/2014,153.857162,52.539131,77.534378,34.618946
06/05/2014,152.520706,52.30373,76.689308,34.294106
07/05/2014,153.420609,52.521698,76.420959,34.610172
08/05/2014,153.23349,52.443226,76.284737,34.803322
09/05/2014,153.500839,52.460667,75.966866,34.71553
12/05/2014,154.953125,52.922768,76.912674,35.093067
13/05/2014,155.095688,52.896599,77.033325,35.738518
14/05/2014,154.34726,52.765823,77.047585,35.579372
15/05/2014,152.957306,52.390923,76.392403,35.013496
16/05/2014,153.554245,52.626316,77.519859,35.216846
19/05/2014,154.079956,52.678642,78.4384,35.146126
20/05/2014,153.064255,52.329895,78.453949,35.084225
21/05/2014,154.3918,52.687351,78.661545,35.676624
22/05/2014,154.810608,52.896599,78.786079,35.455593
23/05/2014,155.452087,53.123295,79.676086,35.473251
27/05/2014,156.369827,53.367405,81.168083,35.535152
28/05/2014,156.209427,53.271519,80.957901,35.376007
29/05/2014,157.100433,53.594105,82.433014,35.667786
30/05/2014,157.305359,53.480766,82.124245,36.198288
02/06/2014,157.519241,53.690018,81.559891,36.065662
03/06/2014,157.421188,53.61153,82.713257,35.623577
04/06/2014,157.706314,53.66386,83.657745,35.650105
05/06/2014,158.775513,54.064915,83.985992,36.437023
06/06/2014,159.532883,54.361351,83.755051,36.675747
09/06/2014,159.693222,54.422382,85.095238,36.49007
10/06/2014,159.728867,54.378784,85.594727,36.34861
11/06/2014,159.212097,54.186989,85.240562,36.127563
12/06/2014,158.027084,53.977726,83.814751,35.880001
13/06/2014,158.526031,54.12595,82.897476,36.454708
16/06/2014,158.659683,54.09108,83.732986,36.693432
17/06/2014,159.078461,54.195698,83.624031,36.852589
18/06/2014,160.263474,54.509571,83.714844,36.826057
19/06/2014,160.459457,54.605476,83.424225,36.702278
20/06/2014,160.780228,54.692661,82.561485,36.852589
23/06/2014,160.707748,54.605476,82.488823,37.126686
24/06/2014,159.759003,54.335819,81.989311,36.914482
25/06/2014,160.43927,54.432442,82.061958,37.162045
26/06/2014,160.358688,54.42366,82.552391,36.887959
27/06/2014,160.636169,54.608112,83.533211,37.356567
30/06/2014,160.591385,54.660805,84.395966,36.870274
01/07/2014,161.719131,55.126343,84.931763,37.02058
02/07/2014,161.83548,55.170265,84.895454,37.047112
03/07/2014,162.649887,55.416214,85.394936,36.958691
07/07/2014,162.121857,55.064869,87.156792,37.126686
08/07/2014,161.074707,54.625683,86.593719,36.940998
09/07/2014,161.745941,54.854057,86.630043,36.843742
10/07/2014,161.128403,54.493935,86.31221,36.861427
11/07/2014,161.34317,54.511494,86.47567,37.215092
14/07/2014,162.139755,54.836498,87.592697,37.259312
15/07/2014,161.86235,54.669601,86.566483,37.533401
16/07/2014,162.479889,54.906761,86.076073,38.974621
17/07/2014,160.573517,54.230419,84.541283,39.372501
18/07/2014,162.265045,54.801357,85.758217,39.513962
21/07/2014,161.916031,54.678383,85.31321,39.646595
22/07/2014,162.641006,54.95068,86.021584,39.637753
23/07/2014,163.025803,55.091209,88.264763,39.673119
24/07/2014,163.025803,55.135136,88.119438,39.257557
25/07/2014,162.247162,54.906761,88.700668,39.34597
28/07/2014,162.318756,54.906761,89.926704,38.877357
29/07/2014,161.629578,54.660805,89.345474,38.806625
30/07/2014,161.629578,54.687157,89.136589,38.532524
31/07/2014,158.380722,53.703396,86.820778,38.161182
01/08/2014,157.99588,53.51894,87.302094,37.895912
04/08/2014,159.105698,53.861492,86.811668,38.346851
05/08/2014,157.494675,53.316917,86.38485,38.090439
06/08/2014,157.593094,53.255428,86.23954,37.789814
07/08/2014,156.742859,52.930428,86.230408,38.223064
08/08/2014,158.559738,53.325691,86.467705,38.196541
11/08/2014,159.007202,53.580425,87.608574,38.196541
12/08/2014,158.819229,53.51894,87.590324,38.479473
13/08/2014,159.938049,53.835148,88.74942,38.974621
14/08/2014,160.636169,54.089878,88.98671,39.142609
15/08/2014,160.591385,54.06353,89.424828,39.602383
18/08/2014,161.924957,54.529064,90.50177,39.885319
19/08/2014,162.78418,54.669601,91.752144,40.33017
20/08/2014,163.231659,54.713524,91.788666,39.992088
21/08/2014,163.697083,54.827709,91.797791,40.232304
22/08/2014,163.437515,54.774998,92.473175,40.170036
25/08/2014,164.287766,55.029739,92.673973,40.187824
26/08/2014,164.422028,55.082428,92.080704,40.045464
27/08/2014,164.395172,55.179054,93.21244,39.92091
28/08/2014,164.269852,54.99461,93.321968,39.929806
29/08/2014,164.672623,55.126343,93.550148,40.41914
02/09/2014,164.627884,55.214191,94.280312,40.116634
03/09/2014,164.55629,55.328384,90.300987,40.000984
04/09/2014,164.287766,55.152702,89.552582,40.267891
05/09/2014,165.075409,55.275669,90.328369,40.846195
08/09/2014,164.654739,54.941887,89.771614,41.344429
09/09/2014,163.589645,54.652035,89.433937,41.602448
10/09/2014,164.234085,54.836498,92.181114,41.673622
11/09/2014,164.386215,54.722305,92.573555,41.815975
12/09/2014,163.41069,54.450005,92.783501,41.549065
15/09/2014,163.303299,54.335819,92.756104,41.139809
16/09/2014,164.520477,54.695957,92.053345,41.602448
17/09/2014,164.753189,54.493935,92.71048,41.388916
18/09/2014,165.612381,54.766216,92.90213,41.531273
19/09/2014,165.451309,54.546627,92.1446,42.278622
22/09/2014,164.170715,54.142578,92.235863,41.869358
23/09/2014,163.244476,53.773666,93.677925,41.424503
24/09/2014,164.557419,54.205227,92.865631,41.88715
25/09/2014,161.913559,53.322693,89.324432,40.961864
26/09/2014,163.217453,53.63158,91.95295,41.29105
29/09/2014,162.893768,53.366825,91.368828,41.317741
30/09/2014,162.399139,53.287388,91.95295,41.246563
01/10/2014,160.267914,52.493107,90.52002,40.837303
02/10/2014,160.258942,52.334255,91.177162,40.712742
03/10/2014,162.048447,52.713737,90.9216,41.006344
06/10/2014,161.850616,52.766697,90.9216,41.006344
07/10/2014,159.368683,52.025368,90.127571,40.50811
08/10/2014,162.156372,52.837303,91.998558,41.620243
09/10/2014,158.883041,51.628227,92.199371,40.792812
10/10/2014,157.102509,50.88689,91.934692,39.173553
13/10/2014,154.521561,50.533882,91.095024,38.83548
